-- initial wave,, ,, ,
ok,ZhuGeoShiChe-OffLineSysRecFreWriZip, ,Xuefang Zhu ; C. Geoger ; Qingyun Shi ; Mingde Cheng, ,An off-line system for recognition of free written zipcodes
already done,Bel-DetFuzAut, ,R. B?lohlávek, ,Determinism and fuzzy automata
already done,InuShoFauSch-RecImpStrGenFuzConSenGra, ,"M. Inui, W. Shoaff, L. Fausett, M. Schneider", ,The recognition of imperfect strings generated by fuzzy context sensitive grammars
ok,San-ReaFuzLanProMaxMaxAut, ,Eugene S. Santos,,"Realizations of fuzzy languages by probabilistic, max-product, and maximin automata"
ok,KocCam-FuzLogConIntElePowSysLoaFreCon, ,?lhan Kocaarslan; Ertu?rul Çam, ,Fuzzy logic controller in interconnected electrical power systems for load-frequency control
ok,ChoTen-FuzLogConTraJunSig, ,"Chih-Hsun Chou *, Jen-Chao Teng", ,A fuzzy logic controller for traffic junction signals
ok,GaoXu-UniAppSupSigFun, ,B. Gao; Y. Xu, ,Univariant Approximation by Superpositions of a Sigmoidal Function
ok,HuaFu-StoSynAnaProGraSynPatRec, ,T. Huang; K.S. Fu, ,Stochastic syntactic analysis for programmed grammars and syntactic pattern recognition
ok,Mur-IntKohSelOrgFeaMap+, ,Murtagh, ,Interpreting the Kohonen self-organizing feature map using contiguity-constrained clustering
ok,Kac-FuzSysMed,,Janusz Kacprzyk,,Fuzzy Systems in Medicine
ok,SinKum-MetFuzRegExFuzAuUsFolAut, ,"Rahul Kumar Singh, Ajay Kumar", ,Metamorphosis of Fuzzy Regular Expressions to Fuzzy Automata using the Follow Automata
ok,IllSolYu-RedSiNFAUsEquPre, ,Lucian Ilie;  Roberto Solis-Oba; and Sheng Yu, ,Reducing the size of NFAs by using equivalences and preorders
ok,Wu-CalStoCelAutAppRurUrbLanConv,,FULONG WU,,Calibration of stochastic cellular automata: the application to rural-urban land conversions
ok,Doo-SigOutMapFuzAut,,"Doostfatemeth, Kremer",,The significance of output mapping in fuzzy automata
ok,ChaRam-IntFuzPushAutIntFuzConFreLan, ,"Chatrapathy. K, and V. Ramaswamy", ,Intuitionistic Fuzzy Pushdown Automata and Intuitionistic Fuzzy Context-Free Languages 
ok,AlAhHep+-ModUrbGroDynUsCelAutGIS, ,"Khalid Al-Ahmadia, Alison Heppenstall, Linda Seeb and Jim Hoggb", ,Modeling Urban Growth Dynamics using Cellular Automata and GIS 
ok,MesSol-AutSemCat, ,"Jose Meseguer, Ignacio Sols", ,AUTOMATA IN SEMIMODULE CATEGORIES
ok,Asv-ToeRobParFuzConLanRec,,PETER R. J. ASVELD,,TOWARDS ROBUSTNESS IN PARSING — FUZZIFYING CONTEXT-FREE LANGUAGE RECOGNITION
not found,GooHarLee-ImpAppAut1, ,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen", ,Implementation and Application of Automata 1
not found,GooHarLee-ImpAppAut2,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 2
not found,GooHarLee-ImpAppAut3,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 3
not found,GooHarLee-ImpAppAut4,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 4
ok,GooHarLee-ImpAppAut5,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 5
ok,GooHarLee-ImpAppAut6,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 6
ok,GooHarLee-ImpAppAut7,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 7
ok,GooHarLee-ImpAppAut8,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 8
ok,GooHarLee-ImpAppAut9,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 9
ok,GooHarLee-ImpAppAut10,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 10
ok,GooHarLee-ImpAppAut11,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 11
ok,GooHarLee-ImpAppAut12,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 12
ok,GooHarLee-ImpAppAut13,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 13
ok,GooHarLee-ImpAppAut14,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 14
ok,GooHarLee-ImpAppAut15,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 15
ok,GooHarLee-ImpAppAut16,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 16
ok,GooHarLee-ImpAppAut17,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 17
ok,GooHarLee-ImpAppAut18,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 18
ok,GooHarLee-ImpAppAut19,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 19
ok,GooHarLee-ImpAppAut20,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 20
ok,GooHarLee-ImpAppAut21,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 21
ok,GooHarLee-ImpAppAut22,,"Gerhard Goos, Juris Hartmanis, and Jan van Leeuwen",,Implementation and Application of Automata 22
-- aditional resources (fuzzy tree automata),,,,,
ok,San-ProGraAut,,EUGENE S. SANTOS ,,Probabilistic Grammars and Automata
ok,San-MaxProdMac,,E. S. Santos,,Max-product machines
ok,San-GenForSeqMac,,E. S. Santos,,General Formulation of Sequential Machines
ok,Miz-FuzAutFuzGra,,"MASAHABU MIZUMOTO,",,FUZZI AUTOMATA AND FUZZY GRAMMARS
ok,AfoGol-MinUniFreDecRegLan,,Sergey Afonin and Denis Golomazov,,Minimal Union-free Decompositions of Regular Languages
ok,CaoChe-FuzPetNetModComWord,,"Yongzhi Cao, Guoqing Chen",,A Fuzzy Petri Nets Model for Computing With Words
ok,MarMeySol-HybMetGasDifModFuzCelAutImSha,,"F. Marchini, M. Meybodi, and V. Soleymani",,A Hybrid Method based on Gas Diffusion Model and Fuzzy Cellular Automata for Image Sharpening.
not found,ZhaLiZha-EdgDetImaBasFuzCelAut,,"K. Zhang, Z. Li, and X. Zhao",,Edge detection of images based on fuzzy cellular automata
-- additional resources (fuzzy cellular automata),, ,,,
ok,Wol-NewKinSci, ,S. Wolfram, ,A New Kind of Science
ok,BatXie-CellCity, ,"Batty, M. and Xie, Y.", ,From cells to cities.
not found,WuWe-SimLanDevThoIntCelAut+, ,"Wu, F. and Webster, C. J.", ,Simulation of land development through the integration of cellular automata and multi-criteria evaluation.
ok,War+-StoConCelModUrbGro,,"Ward, D. P., Murray, A. T. and Phinn, S. R.", ,A stochastically constrained cellular model of urban growth
ok,WhiEng-CelAutBasIntDynRegMod,,"White, R. and Engelen, G.",,Cellular automata as the basis of integrated dynamic regional modelling.
ok,LiYe-NeuNetBasCelAutSim+,,"Li, X. and Yeh, A. G.",,Neural-network based cellular automata for simulating multiple land use changes using GI
ok,Wu-ExpGenPolUrbGroCelAutCit,,"Wu, F.",,An experiment on the generic polycentricity of urban growth in a cellular automatic city.
ok,Ahm+-CalFuzCelAutModUrbDynSauAr,,"Al-Ahmadi, K., See, L. M., Heppenstall, A. J. and Hogg, J.",,Calibration of a fuzzy cellular automata model of urban dynamics in Saudi Arabia.
ok,YehLi-SimLanDevIntCelAutMulCriEv,,Anthony Gar-On Yeh; Xia Li,,Simulation of land development through the integration of cellular automata and multi-criteria evaluation.
ok,LaiDraSch-IntMulEvCelAutMetLanSimMod,,"Terence Lai , Suzana Dragi?evi? & Margaret Schmidt",,Integration of multicriteria evaluation and cellular automata methods for landslide simulation modelling
ok,TofMar-CelAuMach+,,"Tommaso Toffoli, Norman Margolus",,Cellular Automata Machines: A New Environment for Modeling
ok,Wol-CelAut,,Wolfram,,Cellular Automata
ok,MraZimLapBaj-FuzCelAut+,, M. Mraz ; N. Zimic ; I. Lapanja ; I. Bajec,,Fuzzy cellular automata: from theory to applications
not found,Gut-CelAut-TheExp,,Howard Gutowitz,,Cellular Automata: Theory and Experiment
ok,GhoEda-CombAprEdgDet+,,"Adeleh jafar gholibeik, M.A. Edalatirad",,A Combined Approach for Edge Detection in Images with Gaussian and Salt-And-Pepper Noises Using Fuzzy Logic and Traditional Sobel
ok,Pla-FuzCelModTrafDatFus,,Bart?omiej P?ACZEK,,FUZZY CELLULAR MODEL FOR TRAFFIC DATA FUSION 
ok,Wol-CelAutModeComp,,Wolfram,,Cellular Automata as models of complexity
ok,DiwPatGup-CelAutBasEdDetBraTum,,Manoj Diwakar ;  Pawan Kumar Patel ;  Kunal Gupta, ,Cellular automata based edge-detection for brain tumor
ok,MofSadRezMey-CelEdDetComCelAuCelLeaAu,,"Mohammad Hasanzadeh Mofrad, Sana Sadeghi, Alireza Rezvanian, Mohammad Reza Meybodi", ,Cellular edge detection: Combining cellular automata and cellular learning automata
ok,NayPatMah-SurTwDimCelAutAppImProc,,"Deepak Ranjan Nayak, Prashanta Kumar Patra, Amitav Mahapatra", ,A Survey on Two Dimensional Cellular Automata and Its Application in Image Processing
ok,WanJiaZhoDu-ImProcBasFuzCelAuMod,,Hong Wang ;  Junna Jiang ;  Lihui Zhou ;  Liping Du, ,Image Processing Based on Fuzzy Cellular Automata Model
ok,CheMyn-ModAlgBloDutCosWat+,,"Quiwen Chen, Arthur E. Mynett", ,Modelling algal blooms in the Dutch coastal waters by integrated numerical and fuzzy cellular automata approaches
ok,MajCha-FuzCelAutModPatClas,,Pradipta MAJI  P. Pal CHAUDHURI  , ,Fuzzy Cellular Automata for Modeling Pattern Classifier
ok,SadRetKam-EfMetImpNoiRedImFuzCelAut,,"Sana Sadeghi, Alireza Rezvanian, Ebrahim Kamrani", ,An efficient method for impulse noise reduction from images using fuzzy cellular automata
ok,SreBab-IdePromRegGenDNA+,,"Kiran Sree, Ramesh Babu", ,Identification of Promoter Region in Genomic DNA Using Cellular Automata Based Text Clustering 
ok,WasPar-PreSpaDisEleEnCon+,,"Wasilewski, J., Parol, M.", ,Prediction of spatial distribution of electric energy consumers with the use of fuzzy cellular automata
ok,RewCha-SimRecCelAutGenAlg,,"R. Dewri, N. Chakraborti", ,Simulating recrystallization through cellular automata and genetic algorithms
ok,SahUguSah-SalPepNoiFilFuzCelAut,,"U. Sahin, S. Uguz, F. Sahin", ,Salt and pepper noise filtering with fuzzy-cellular automata
ok??,PraCha-FuzCelAuModPatCla,,"Pradipta MAJI, P. Pal CHAUDHURI",,Fuzzy Cellular Automata for Modeling Pattern Classifier
ok,MaiAgg-StuComVarImDetEdTec,,"Raman Maini, Dr. Himanshu Aggarwal",,Study and Comparison of Various Image Edge Detection Techniques
ok??,Rus-ImaProHan,,John C. Russ,,"The Image Processing Handbook, Sixth Edition"
